from,to,knowledge_begin_date,knowledge_end_date,operation_code
10072008:5,10072008:5,2013-05-05 06:08:40.917,,N
10072009:5,10072009:5,2013-05-05 06:08:40.917,,N
10072024:5,10072024:5,2013-05-05 06:08:40.917,,N
10072029:5,10072029:5,2013-05-05 06:08:40.917,,N
10072032:5,10072032:5,2013-05-05 06:08:40.917,,N
10072035:5,10072035:5,2013-05-05 06:08:40.917,,N
10072041:5,10072041:5,2013-05-05 06:08:40.917,,N
10072043:5,10072043:5,2013-05-05 06:08:40.917,,N
10072051:5,10072051:5,2013-05-05 06:08:40.917,,N
10072054:5,10072054:5,2013-05-05 06:08:40.917,,N
10072070:5,10072070:5,2013-05-05 06:08:40.917,,N
10072090:5,10072090:5,2013-05-05 06:08:40.917,,N
10072096:5,10072096:5,2013-05-05 06:08:40.917,,N
10072108:5,10072108:5,2013-05-05 06:08:40.917,,N
10072124:5,10072124:5,2013-05-05 06:08:40.917,,N
10072131:5,10072131:5,2013-05-05 06:08:40.917,,N
10072143:5,10072143:5,2013-05-05 06:08:40.917,,N
10072146:5,10072146:5,2013-05-05 06:08:40.917,,N
10072152:5,10072152:5,2013-05-05 06:08:40.917,,N
10072154:5,10072154:5,2013-05-05 06:08:40.917,,N
10072157:5,10072157:5,2013-05-05 06:08:40.917,,N
10072161:5,10072161:5,2013-05-05 06:08:40.917,,N
10072172:5,10072172:5,2013-05-05 06:08:40.917,,N
10072173:5,10072173:5,2013-05-05 06:08:40.917,,N
10072174:5,10072174:5,2013-05-05 06:08:40.917,,N
10072175:5,10072175:5,2013-05-05 06:08:40.917,,N
10072177:5,10072177:5,2013-05-05 06:08:40.917,,N
10072179:5,10072179:5,2013-05-05 06:08:40.917,,N
10072180:5,10072180:5,2013-05-05 06:08:40.917,,N
10072188:5,10072188:5,2013-05-05 06:08:40.917,,N
10072189:5,10072189:5,2013-05-05 06:08:40.917,,N
10072190:5,10072190:5,2013-05-05 06:08:40.917,,N
10072191:5,10072191:5,2013-05-05 06:08:40.917,,N
10072194:5,10072194:5,2013-05-05 06:08:40.917,,N
10072203:5,10072203:5,2013-05-05 06:08:40.917,,N
10072205:5,10072205:5,2013-05-05 06:08:40.917,,N
10072206:5,10072206:5,2013-05-05 06:08:40.917,,N
10072208:5,10072208:5,2013-05-05 06:08:40.917,,N
10072212:5,10072212:5,2013-05-05 06:08:40.917,,N
10072213:5,10072213:5,2013-05-05 06:08:40.917,,N
10072217:5,10072217:5,2013-05-05 06:08:40.917,,N
10072219:5,10072219:5,2015-06-01 08:07:13.663,,N
10072225:5,10072225:5,2013-05-05 06:08:40.917,,N
10072226:5,10072226:5,2013-05-05 06:08:40.917,,N
10072228:5,10072228:5,2013-05-05 06:08:40.917,,N
10072241:5,10072241:5,2013-05-05 06:08:40.917,,N
10072243:5,10072243:5,2013-05-05 06:08:40.917,,N
10072244:5,10072244:5,2013-05-05 06:08:40.917,,N
10072245:5,10072245:5,2013-05-05 06:08:40.917,,N
10072252:5,10072252:5,2013-05-05 06:08:40.917,,N
10072259:5,10072259:5,2013-05-05 06:08:40.917,,N
10072262:5,10072262:5,2013-05-05 06:08:40.917,,N
10072264:5,10072264:5,2013-05-05 06:08:40.917,,N
10072267:5,10072267:5,2013-05-05 06:08:40.917,,N
10072273:5,10072273:5,2013-05-05 06:08:40.917,,N
10072277:5,10072277:5,2013-05-05 06:08:40.917,,N
10072281:5,10072281:5,2013-05-05 06:08:40.917,,N
10072283:5,10072283:5,2013-05-05 06:08:40.917,,N
10072286:5,10072286:5,2013-05-05 06:08:40.917,,N
10072289:5,10072289:5,2013-05-05 06:08:40.917,,N
10072293:5,10072293:5,2013-05-05 06:08:40.917,,N
10072294:5,10072294:5,2013-05-05 06:08:40.917,,N
10072296:5,10072296:5,2013-05-05 06:08:40.917,,N
10072303:5,10072303:5,2013-05-05 06:08:40.917,,N
10072310:5,10072310:5,2013-05-05 06:08:40.917,,N
10072311:5,10072311:5,2013-05-05 06:08:40.917,,N
10072314:5,10072314:5,2013-05-05 06:08:40.917,,N
10072315:5,10072315:5,2013-05-05 06:08:40.917,,N
10072319:5,10072319:5,2013-05-05 06:08:40.917,,N
10072320:5,10072320:5,2013-05-05 06:08:40.917,,N
10072332:5,10072332:5,2013-05-05 06:08:40.917,,N
10072333:5,10072333:5,2013-05-05 06:08:40.917,,N
10072336:5,10072336:5,2013-05-05 06:08:40.917,,N
10072340:5,10072340:5,2013-05-05 06:08:40.917,,N
10072354:5,10072354:5,2013-05-05 06:08:40.917,,N
10072357:5,10072357:5,2013-05-05 06:08:40.917,,N
10072360:5,10072360:5,2013-05-05 06:08:40.917,,N
10072367:5,10072367:5,2013-05-05 06:08:40.917,,N
10072394:5,10072394:5,2013-05-05 06:08:40.917,,N
10072401:5,10072401:5,2013-05-05 06:08:40.917,,N
10072406:5,10072406:5,2013-05-05 06:08:40.917,,N
10072407:5,10072407:5,2013-05-05 06:08:40.917,,N
10072412:5,10072412:5,2013-05-05 06:08:40.917,,N
10072418:5,10072418:5,2013-05-05 06:08:40.917,,N
10072427:5,10072427:5,2013-05-05 06:08:40.917,,N
10072429:5,10072429:5,2013-05-05 06:08:40.917,,N
10072437:5,10072437:5,2013-05-05 06:08:40.917,,N
10072439:5,10072439:5,2013-05-05 06:08:40.917,,N
10072442:5,10072442:5,2013-05-05 06:08:40.917,,N
10072455:5,10072455:5,2013-05-05 06:08:40.917,,N
10072457:5,10072457:5,2013-05-05 06:08:40.917,,N
10072461:5,10072461:5,2013-05-05 06:08:40.917,,N
10072463:5,10072463:5,2013-05-05 06:08:40.917,,N
10072465:5,10072465:5,2013-05-05 06:08:40.917,,N
10072467:5,10072467:5,2013-05-05 06:08:40.917,,N
10072470:5,10072470:5,2013-05-05 06:08:40.917,,N
10072472:5,10072472:5,2013-05-05 06:08:40.917,,N
10072473:5,10072473:5,2013-05-05 06:08:40.917,,N
10072484:5,10072484:5,2013-05-05 06:08:40.917,,N
10072485:5,10072485:5,2013-05-05 06:08:40.917,,N
10072486:5,10072486:5,2013-05-05 06:08:40.917,,N
10072487:5,10072487:5,2013-05-05 06:08:40.917,,N
10072495:5,10072495:5,2013-05-05 06:08:40.917,,N
10072496:5,10072496:5,2013-05-05 06:08:40.917,,N
10072498:5,10072498:5,2013-05-05 06:08:40.917,,N
10072501:5,10072501:5,2013-05-05 06:08:40.917,,N
10072502:5,10072502:5,2013-05-05 06:08:40.917,,N
10072503:5,10072503:5,2013-05-05 06:08:40.917,,N
10072504:5,10072504:5,2013-05-05 06:08:40.917,,N
10072512:5,10072512:5,2021-06-07 07:51:49.943,,N
10072517:5,10072517:5,2014-06-17 07:43:45.583,,N
10072518:5,10072518:5,2013-05-05 06:08:40.917,,N
10072521:5,10072521:5,2013-05-05 06:08:40.917,,N
10072541:5,10072541:5,2013-05-05 06:08:40.917,,N
10072542:5,10072542:5,2013-05-05 06:08:40.917,,N
10072546:5,10072546:5,2013-05-05 06:08:40.917,,N
10072547:5,10072547:5,2013-05-05 06:08:40.917,,N
10072548:5,10072548:5,2013-05-05 06:08:40.917,,N
10072550:5,10072550:5,2013-05-05 06:08:40.917,,N
10072551:5,10072551:5,2013-05-05 06:08:40.917,,N
10072553:5,10072553:5,2013-05-05 06:08:40.917,,N
10072554:5,10072554:5,2013-05-05 06:08:40.917,,N
10072556:5,10072556:5,2013-05-05 06:08:40.917,,N
10072557:5,10072557:5,2013-05-05 06:08:40.917,,N
10072558:5,10072558:5,2013-05-05 06:08:40.917,,N
10072559:5,10072559:5,2013-05-05 06:08:40.917,,N
10072563:5,10072563:5,2013-05-05 06:08:40.917,,N
10072566:5,10010694:5,2013-05-05 06:08:40.917,,N
10072568:5,10072568:5,2013-05-05 06:08:40.917,,N
10072572:5,10072572:5,2013-05-05 06:08:40.917,,N
10072577:5,10072577:5,2013-05-05 06:08:40.917,,N
10072580:5,10072580:5,2013-05-05 06:08:40.917,,N
10072586:5,10072586:5,2013-05-05 06:08:40.917,,N
10072590:5,10072590:5,2013-05-05 06:08:40.917,,N
10072591:5,10072591:5,2013-05-05 06:08:40.917,,N
10072602:5,10072602:5,2013-05-05 06:08:40.917,,N
10072624:5,10072624:5,2013-05-05 06:08:40.917,,N
10072626:5,10072626:5,2013-05-05 06:08:40.917,,N
10072631:5,10072631:5,2013-05-05 06:08:40.917,,N
10072632:5,10072632:5,2013-05-05 06:08:40.917,,N
10072639:5,10072639:5,2013-05-05 06:08:40.917,,N
10072642:5,10072642:5,2013-05-05 06:08:40.917,,N
10072644:5,10072644:5,2013-05-05 06:08:40.917,,N
10072651:5,10072651:5,2013-05-05 06:08:40.917,,N
10072652:5,10072652:5,2013-05-05 06:08:40.917,,N
10072658:5,10072658:5,2013-05-05 06:08:40.917,,N
10072659:5,10072659:5,2013-05-05 06:08:40.917,,N
10072666:5,10072666:5,2013-05-05 06:08:40.917,,N
10072676:5,10072676:5,2013-05-05 06:08:40.917,,N
10072683:5,10072683:5,2013-05-05 06:08:40.917,,N
10072684:5,10072684:5,2013-05-05 06:08:40.917,,N
10072693:5,10072693:5,2013-05-05 06:08:40.917,,N
10072696:5,10072696:5,2013-05-05 06:08:40.917,,N
10072700:5,10072700:5,2013-05-05 06:08:40.917,,N
10072704:5,10072704:5,2013-05-05 06:08:40.917,,N
10072708:5,10072708:5,2013-05-05 06:08:40.917,,N
10072714:5,10072714:5,2013-05-05 06:08:40.917,,N
10072716:5,10072716:5,2013-05-05 06:08:40.917,,N
10072717:5,10072717:5,2013-05-05 06:08:40.917,,N
10072719:5,10010777:5,2017-02-27 08:01:06.127,,N
10072720:5,10072720:5,2013-05-05 06:08:40.917,,N
10072724:5,10072724:5,2013-05-05 06:08:40.917,,N
10072733:5,10072733:5,2013-05-05 06:08:40.917,,N
10072736:5,10072736:5,2013-05-05 06:08:40.917,,N
10072738:5,10072738:5,2013-05-05 06:08:40.917,,N
10072753:5,10072753:5,2013-05-05 06:08:40.917,,N
10072754:5,10072754:5,2013-05-05 06:08:40.917,,N
10072760:5,10072760:5,2013-05-05 06:08:40.917,,N
10072767:5,10072767:5,2013-05-05 06:08:40.917,,N
10072768:5,10072768:5,2013-05-05 06:08:40.917,,N
10072769:5,10072769:5,2013-05-05 06:08:40.917,,N
10072772:5,10072772:5,2013-05-05 06:08:40.917,,N
10072773:5,10072773:5,2013-05-05 06:08:40.917,,N
10072774:5,10072774:5,2013-05-05 06:08:40.917,,N
10072776:5,10072776:5,2013-05-05 06:08:40.917,,N
10072777:5,10072777:5,2013-05-05 06:08:40.917,,N
10072780:5,10072780:5,2013-05-05 06:08:40.917,,N
10072787:5,10072787:5,2013-05-05 06:08:40.917,,N
10072788:5,10072788:5,2013-05-05 06:08:40.917,,N
10072795:5,10072795:5,2013-05-05 06:08:40.917,,N
10072799:5,10072799:5,2013-05-05 06:08:40.917,,N
10072800:5,10072800:5,2013-05-05 06:08:40.917,,N
10072801:5,10072801:5,2013-05-05 06:08:40.917,,N
10072807:5,10072807:5,2013-05-05 06:08:40.917,,N
10072812:5,10010925:5,2013-05-05 06:08:40.917,,N
10072821:5,10072821:5,2013-05-05 06:08:40.917,,N
10072825:5,10072825:5,2013-05-05 06:08:40.917,,N
10072828:5,10072828:5,2013-05-05 06:08:40.917,,N
10072832:5,10072832:5,2013-05-05 06:08:40.917,,N
10072842:5,10072842:5,2013-05-05 06:08:40.917,,N
10072848:5,10072848:5,2013-05-05 06:08:40.917,,N
10072851:5,10072851:5,2013-05-05 06:08:40.917,,N
10072852:5,10072852:5,2013-05-05 06:08:40.917,,N
10072857:5,10072857:5,2013-05-05 06:08:40.917,,N
10072873:5,10072873:5,2013-05-05 06:08:40.917,,N
10072875:5,10072875:5,2013-05-05 06:08:40.917,,N
10072882:5,10072882:5,2013-05-05 06:08:40.917,,N
10072885:5,10072885:5,2013-05-05 06:08:40.917,,N
10072886:5,10072886:5,2013-05-05 06:08:40.917,,N
10072892:5,10072892:5,2013-05-05 06:08:40.917,,N
10072893:5,10072893:5,2013-05-05 06:08:40.917,,N
10072921:5,10072921:5,2013-05-05 06:08:40.917,,N
10072923:5,10072923:5,2013-05-05 06:08:40.917,,N
10072933:5,10072933:5,2013-05-05 06:08:40.917,,N
10072935:5,10072935:5,2013-05-05 06:08:40.917,,N
10072937:5,10072937:5,2013-05-05 06:08:40.917,,N
10072941:5,10072941:5,2013-05-05 06:08:40.917,,N
10072943:5,10072943:5,2013-05-05 06:08:40.917,,N
10072961:5,10072961:5,2013-05-05 06:08:40.917,,N
10072962:5,10072962:5,2013-05-05 06:08:40.917,,N
10072965:5,10072965:5,2013-05-05 06:08:40.917,,N
10072967:5,10072967:5,2013-05-05 06:08:40.917,,N
10072969:5,10072969:5,2013-05-05 06:08:40.917,,N
10072970:5,10072970:5,2013-05-05 06:08:40.917,,N
10072977:5,10072977:5,2013-05-05 06:08:40.917,,N
10072982:5,10072982:5,2013-05-05 06:08:40.917,,N
10072987:5,10072987:5,2013-05-05 06:08:40.917,,N
10072988:5,10072988:5,2013-05-05 06:08:40.917,,N
10072994:5,10072994:5,2013-05-05 06:08:40.917,,N
10072996:5,10072996:5,2013-05-05 06:08:40.917,,N
10073000:5,10073000:5,2013-05-05 06:08:40.917,,N
10073003:5,10073003:5,2013-05-05 06:08:40.917,,N
10073006:5,10073006:5,2013-05-05 06:08:40.917,,N
10073007:5,10073007:5,2013-05-05 06:08:40.917,,N
10073009:5,10073009:5,2013-05-05 06:08:40.917,,N
10073013:5,10073013:5,2013-05-05 06:08:40.917,,N
10073016:5,10073016:5,2013-05-05 06:08:40.917,,N
10073017:5,10073017:5,2013-05-05 06:08:40.917,,N
10073018:5,10073018:5,2013-05-05 06:08:40.917,,N
10073031:5,10073031:5,2013-05-05 06:08:40.917,,N
10073034:5,10073034:5,2013-05-05 06:08:40.917,,N
10073045:5,10073045:5,2013-05-05 06:08:40.917,,N
10073053:5,10073053:5,2013-05-05 06:08:40.917,,N
10073054:5,10073054:5,2013-05-05 06:08:40.917,,N
10073056:5,10073056:5,2013-05-05 06:08:40.917,,N
10073070:5,10073070:5,2013-05-05 06:08:40.917,,N
10073077:5,10073077:5,2013-05-05 06:08:40.917,,N
10073079:5,10073079:5,2013-05-05 06:08:40.917,,N
10073080:5,10073080:5,2013-05-05 06:08:40.917,,N
10073082:5,10073082:5,2013-05-05 06:08:40.917,,N
10073084:5,10073084:5,2013-05-05 06:08:40.917,,N
10073091:5,10073091:5,2013-05-05 06:08:40.917,,N
10073097:5,10073097:5,2013-05-05 06:08:40.917,,N
10073105:5,10073105:5,2013-05-05 06:08:40.917,,N
10073107:5,10073107:5,2013-05-05 06:08:40.917,,N
10073114:5,10073114:5,2013-05-05 06:08:40.917,,N
10073116:5,10073116:5,2013-05-05 06:08:40.917,,N
10073125:5,10073125:5,2022-01-14 08:43:15.940,,N
10073130:5,10073130:5,2013-05-05 06:08:40.917,,N
10073132:5,10073132:5,2013-05-05 06:08:40.917,,N
10073136:5,10073136:5,2013-05-05 06:08:40.917,,N
10073148:5,10073148:5,2013-05-05 06:08:40.917,,N
10073149:5,10073149:5,2013-05-05 06:08:40.917,,N
10073151:5,10073151:5,2013-05-05 06:08:40.917,,N
10073155:5,10073155:5,2013-05-05 06:08:40.917,,N
10073160:5,10073160:5,2013-05-05 06:08:40.917,,N
10073162:5,10073162:5,2013-05-05 06:08:40.917,,N
10073163:5,10073163:5,2013-05-05 06:08:40.917,,N
10073166:5,10073166:5,2013-05-05 06:08:40.917,,N
10073167:5,10073167:5,2013-05-05 06:08:40.917,,N
10073168:5,10073168:5,2013-05-05 06:08:40.917,,N
10073173:5,10073173:5,2013-05-05 06:08:40.917,,N
10073182:5,10073182:5,2013-05-05 06:08:40.917,,N
10073186:5,10073186:5,2013-05-05 06:08:40.917,,N
10073191:5,10073191:5,2013-05-05 06:08:40.917,,N
10073199:5,10073199:5,2013-05-05 06:08:40.917,,N
10073200:5,10073200:5,2013-05-05 06:08:40.917,,N
10073201:5,10073201:5,2013-05-05 06:08:40.917,,N
10073210:5,10073210:5,2013-05-05 06:08:40.917,,N
10073215:5,10073215:5,2013-05-05 06:08:40.917,,N
10073217:5,10073217:5,2013-05-05 06:08:40.917,,N
10073219:5,10073219:5,2013-05-05 06:08:40.917,,N
10073234:5,10073234:5,2016-06-15 07:05:37.257,,N
10073236:5,10073236:5,2013-05-05 06:08:40.917,,N
10073241:5,10073241:5,2013-05-05 06:08:40.917,,N
10073242:5,10073242:5,2013-05-05 06:08:40.917,,N
10073246:5,10073246:5,2013-05-05 06:08:40.917,,N
10073247:5,10073247:5,2013-05-05 06:08:40.917,,N
10073252:5,10073252:5,2013-05-05 06:08:40.917,,N
10073261:5,10073261:5,2013-05-05 06:08:40.917,,N
10073265:5,10073265:5,2013-05-05 06:08:40.917,,N
10073277:5,10073277:5,2013-05-05 06:08:40.917,,N
10073280:5,10073280:5,2013-05-05 06:08:40.917,,N
10073282:5,10073282:5,2013-05-05 06:08:40.917,,N
10073285:5,10073285:5,2013-05-05 06:08:40.917,,N
10073288:5,10073288:5,2013-05-05 06:08:40.917,,N
10073291:5,10073291:5,2013-05-05 06:08:40.917,,N
10073293:5,10073293:5,2013-05-05 06:08:40.917,,N
10073294:5,10073294:5,2013-05-05 06:08:40.917,,N
10073295:5,10073295:5,2013-05-05 06:08:40.917,,N
10073297:5,10073297:5,2013-05-05 06:08:40.917,,N
10073303:5,10073303:5,2013-05-05 06:08:40.917,,N
10073310:5,10073310:5,2013-05-05 06:08:40.917,,N
10073311:5,10073311:5,2013-05-05 06:08:40.917,,N
10073323:5,10073323:5,2013-05-05 06:08:40.917,,N
10073328:5,10073328:5,2013-05-05 06:08:40.917,,N
10073337:5,10073337:5,2013-05-05 06:08:40.917,,N
10073342:5,10073342:5,2013-05-05 06:08:40.917,,N
10073343:5,10073343:5,2013-05-05 06:08:40.917,,N
10073345:5,10073345:5,2013-05-05 06:08:40.917,,N
10073349:5,10073349:5,2013-05-05 06:08:40.917,,N
10073350:5,10073350:5,2013-05-05 06:08:40.917,,N
10073369:5,10073369:5,2013-05-05 06:08:40.917,,N
10073370:5,10073370:5,2013-05-05 06:08:40.917,,N
10073371:5,10073371:5,2013-05-05 06:08:40.917,,N
10073372:5,10073372:5,2013-05-05 06:08:40.917,,N
10073391:5,10073391:5,2013-05-05 06:08:40.917,,N
10073397:5,10073397:5,2013-05-05 06:08:40.917,,N
10073401:5,10073401:5,2013-06-19 00:24:26.667,,N
10073403:5,10073403:5,2013-05-05 06:08:40.917,,N
10073404:5,10073404:5,2013-05-05 06:08:40.917,,N
10073405:5,10073405:5,2013-05-05 06:08:40.917,,N
10073410:5,10073410:5,2013-05-05 06:08:40.917,,N
10073411:5,10073411:5,2013-05-05 06:08:40.917,,N
10073412:5,10073412:5,2013-05-05 06:08:40.917,,N
10073413:5,10073413:5,2013-05-05 06:08:40.917,,N
10073416:5,10073416:5,2013-05-05 06:08:40.917,,N
10073429:5,10073429:5,2013-05-05 06:08:40.917,,N
10073433:5,10073433:5,2013-05-05 06:08:40.917,,N
10073436:5,10073436:5,2013-05-05 06:08:40.917,,N
10073437:5,10073437:5,2013-05-05 06:08:40.917,,N
10073443:5,10073443:5,2013-05-05 06:08:40.917,,N
10073444:5,10073444:5,2013-05-05 06:08:40.917,,N
10073445:5,10073445:5,2013-05-05 06:08:40.917,,N
10073447:5,10073447:5,2017-06-09 07:06:58.670,,N
10073450:5,10073450:5,2013-05-05 06:08:40.917,,N
10073455:5,10011332:5,2013-05-05 06:08:40.917,,N
10073458:5,10073458:5,2013-05-05 06:08:40.917,,N
10073484:5,10073484:5,2013-05-05 06:08:40.917,,N
10073486:5,10073486:5,2013-05-05 06:08:40.917,,N
10073496:5,10073496:5,2013-05-05 06:08:40.917,,N
10073506:5,10073506:5,2013-05-05 06:08:40.917,,N
10073513:5,10073513:5,2013-05-05 06:08:40.917,,N
10073518:5,10073518:5,2013-05-05 06:08:40.917,,N
10073522:5,10073522:5,2013-05-05 06:08:40.917,,N
10073524:5,10073524:5,2013-05-05 06:08:40.917,,N
10073532:5,10073532:5,2013-05-05 06:08:40.917,,N
10073534:5,10073534:5,2013-05-05 06:08:40.917,,N
10073537:5,10073537:5,2013-05-05 06:08:40.917,,N
10073540:5,10073540:5,2013-05-05 06:08:40.917,,N
10073547:5,10073547:5,2013-05-05 06:08:40.917,,N
10073548:5,10073548:5,2013-05-05 06:08:40.917,,N
10073552:5,10073552:5,2013-05-05 06:08:40.917,,N
10073558:5,10073558:5,2013-05-05 06:08:40.917,,N
10073563:5,10073563:5,2013-05-05 06:08:40.917,,N
10073565:5,10073565:5,2013-05-05 06:08:40.917,,N
10073566:5,10073566:5,2013-05-05 06:08:40.917,,N
10073568:5,10073568:5,2013-05-05 06:08:40.917,,N
10073572:5,10073572:5,2013-05-05 06:08:40.917,,N
10073576:5,10073576:5,2013-05-05 06:08:40.917,,N
10073584:5,10073584:5,2013-05-05 06:08:40.917,,N
10073586:5,10073586:5,2013-05-05 06:08:40.917,,N
10073587:5,10073587:5,2013-05-05 06:08:40.917,,N
10073593:5,10073593:5,2013-05-05 06:08:40.917,,N
10073594:5,10073594:5,2013-05-05 06:08:40.917,,N
10073595:5,10073595:5,2013-05-05 06:08:40.917,,N
10073600:5,10073600:5,2013-05-05 06:08:40.917,,N
10073601:5,10073601:5,2013-05-05 06:08:40.917,,N
10073604:5,10073604:5,2013-05-05 06:08:40.917,,N
10073606:5,10073606:5,2013-05-05 06:08:40.917,,N
10073612:5,10073612:5,2013-05-05 06:08:40.917,,N
10073614:5,10073614:5,2013-05-05 06:08:40.917,,N
10073619:5,10073619:5,2013-05-05 06:08:40.917,,N
10073625:5,10073625:5,2013-05-05 06:08:40.917,,N
10073627:5,10073627:5,2013-05-05 06:08:40.917,,N
10073628:5,10073628:5,2013-05-05 06:08:40.917,,N
10073633:5,10073633:5,2013-05-05 06:08:40.917,,N
10073635:5,10073635:5,2013-05-05 06:08:40.917,,N
10073636:5,10073636:5,2013-05-05 06:08:40.917,,N
10073638:5,10073638:5,2013-05-05 06:08:40.917,,N
10073647:5,10073647:5,2013-05-05 06:08:40.917,,N
10073652:5,10073652:5,2013-05-05 06:08:40.917,,N
10073664:5,10073664:5,2013-05-05 06:08:40.917,,N
10073665:5,10073665:5,2013-05-05 06:08:40.917,,N
10073666:5,10073666:5,2013-05-05 06:08:40.917,,N
10073671:5,10073671:5,2013-05-05 06:08:40.917,,N
10073673:5,10073673:5,2013-05-05 06:08:40.917,,N
10073677:5,10073677:5,2013-05-05 06:08:40.917,,N
10073693:5,10073693:5,2013-05-05 06:08:40.917,,N
10073695:5,10073695:5,2013-05-05 06:08:40.917,,N
10073700:5,10073700:5,2013-05-05 06:08:40.917,,N
10073701:5,10073701:5,2013-05-05 06:08:40.917,,N
10073703:5,10073703:5,2013-05-05 06:08:40.917,,N
10073705:5,10073705:5,2013-05-05 06:08:40.917,,N
10073707:5,10073707:5,2013-05-05 06:08:40.917,,N
10073712:5,10073712:5,2013-05-05 06:08:40.917,,N
10073719:5,10073719:5,2013-05-05 06:08:40.917,,N
10073721:5,10073721:5,2013-05-05 06:08:40.917,,N
10073724:5,10073724:5,2013-05-05 06:08:40.917,,N
10073725:5,10073725:5,2013-05-05 06:08:40.917,,N
10073737:5,10073737:5,2013-05-05 06:08:40.917,,N
10073741:5,10073741:5,2013-05-05 06:08:40.917,,N
10073750:5,10073750:5,2013-05-05 06:08:40.917,,N
10073758:5,10073758:5,2013-05-05 06:08:40.917,,N
10073759:5,10073759:5,2013-05-05 06:08:40.917,,N
10073762:5,10073762:5,2013-05-05 06:08:40.917,,N
10073768:5,10073768:5,2013-05-05 06:08:40.917,,N
10073839:5,10073839:5,2013-05-05 06:08:40.917,,N
10073841:5,10073841:5,2013-05-05 06:08:40.917,,N
10073842:5,10073842:5,2013-05-05 06:08:40.917,,N
10073850:5,10073850:5,2013-05-05 06:08:40.917,,N
10073851:5,10073851:5,2013-05-05 06:08:40.917,,N
10073859:5,10073859:5,2013-05-05 06:08:40.917,,N
10073872:5,10073872:5,2013-05-05 06:08:40.917,,N
10073873:5,10073873:5,2013-05-05 06:08:40.917,,N
10073877:5,10073877:5,2013-05-05 06:08:40.917,,N
10073878:5,10073878:5,2013-05-05 06:08:40.917,,N
10073879:5,10073879:5,2013-05-05 06:08:40.917,,N
10073886:5,10073886:5,2013-05-05 06:08:40.917,,N
10073896:5,10073896:5,2013-05-05 06:08:40.917,,N
10073897:5,10073897:5,2013-05-05 06:08:40.917,,N
10073898:5,10073898:5,2013-05-05 06:08:40.917,,N
10073905:5,10073905:5,2013-05-05 06:08:40.917,,N
10073908:5,10073908:5,2013-05-05 06:08:40.917,,N
10073911:5,10073911:5,2013-05-05 06:08:40.917,,N
10073918:5,10073918:5,2013-05-05 06:08:40.917,,N
10073919:5,10073919:5,2013-05-05 06:08:40.917,,N
10073921:5,10073921:5,2013-05-05 06:08:40.917,,N
10073928:5,10073928:5,2013-05-05 06:08:40.917,,N
10073931:5,10073931:5,2013-05-05 06:08:40.917,,N
10073937:5,10073937:5,2013-05-05 06:08:40.917,,N
10073946:5,10073946:5,2013-05-05 06:08:40.917,,N
10073947:5,10073947:5,2013-05-05 06:08:40.917,,N
10073948:5,10073948:5,2013-05-05 06:08:40.917,,N
10073951:5,10088577:5,2013-05-05 06:08:40.917,,N
10073968:5,10073968:5,2017-06-14 09:24:55.037,,N
10073969:5,10073969:5,2013-05-05 06:08:40.917,,N
10073970:5,10073970:5,2013-05-05 06:08:40.917,,N
10073972:5,10073972:5,2013-05-05 06:08:40.917,,N
10073975:5,10073975:5,2013-05-05 06:08:40.917,,N
10073976:5,10073976:5,2013-05-05 06:08:40.917,,N
10073985:5,10073985:5,2013-05-05 06:08:40.917,,N
10073989:5,10073989:5,2013-05-05 06:08:40.917,,N
10073990:5,10073990:5,2013-05-05 06:08:40.917,,N
10073991:5,10073991:5,2013-05-05 06:08:40.917,,N
10073997:5,10073997:5,2013-05-05 06:08:40.917,,N
10073999:5,10011590:5,2013-05-05 06:08:40.917,,N
10074009:5,10069801:5,2017-12-12 12:37:17.043,,A
10074009:5,10074009:5,2013-05-05 06:08:40.917,2017-12-12 12:37:17.043,N
10074011:5,10074011:5,2013-05-05 06:08:40.917,,N
10074022:5,10074022:5,2013-05-05 06:08:40.917,,N
10074033:5,10074033:5,2013-05-05 06:08:40.917,,N
10074034:5,10074034:5,2013-05-05 06:08:40.917,,N
10074055:5,10074055:5,2013-05-05 06:08:40.917,,N
10074056:5,10074056:5,2013-05-05 06:08:40.917,,N
10074060:5,10074060:5,2013-05-05 06:08:40.917,,N
10074082:5,10074082:5,2013-05-05 06:08:40.917,,N
10074084:5,10074084:5,2013-05-05 06:08:40.917,,N
10074085:5,10074085:5,2013-05-05 06:08:40.917,,N
10074091:5,10074091:5,2013-05-05 06:08:40.917,,N
10074099:5,10074099:5,2013-05-05 06:08:40.917,,N
10074100:5,10074100:5,2013-05-05 06:08:40.917,,N
10074102:5,10074102:5,2013-05-05 06:08:40.917,,N
10074104:5,10074104:5,2013-05-05 06:08:40.917,,N
10074106:5,10074106:5,2013-05-05 06:08:40.917,,N
10074110:5,10074110:5,2013-05-05 06:08:40.917,,N
10074113:5,10074113:5,2013-05-05 06:08:40.917,,N
10074116:5,10074116:5,2013-05-05 06:08:40.917,,N
10074117:5,10074117:5,2013-05-05 06:08:40.917,,N
10074123:5,10074123:5,2013-05-05 06:08:40.917,,N
10074124:5,10074124:5,2013-05-05 06:08:40.917,,N
10074126:5,10074126:5,2013-05-05 06:08:40.917,,N
10074131:5,10074131:5,2013-05-05 06:08:40.917,,N
10074133:5,10074133:5,2013-05-05 06:08:40.917,,N
10074134:5,10074134:5,2013-05-05 06:08:40.917,,N
