id,spn,grouping_id
10077256:5,10077256,5
10077257:5,10077257,5
10077258:5,10077258,5
10077261:5,10077261,5
10077263:5,10077263,5
10077271:5,10077271,5
10077274:5,10077274,5
10077279:5,10077279,5
10077280:5,10077280,5
10077282:5,10077282,5
10077284:5,10077284,5
10077288:5,10077288,5
10077321:5,10077321,5
10077327:5,10077327,5
10077339:5,10077339,5
10077347:5,10077347,5
10077356:5,10077356,5
10077359:5,10077359,5
10077360:5,10077360,5
10077367:5,10077367,5
10077371:5,10077371,5
53195044:5,53195044,5
10077372:5,10077372,5
10077375:5,10077375,5
10077376:5,10077376,5
10077383:5,10077383,5
10077387:5,10077387,5
10077388:5,10077388,5
10077396:5,10077396,5
10077397:5,10077397,5
10077398:5,10077398,5
10077401:5,10077401,5
10077418:5,10077418,5
10077425:5,10077425,5
10077427:5,10077427,5
10077429:5,10077429,5
10077436:5,10077436,5
10077447:5,10077447,5
10077451:5,10077451,5
10077456:5,10077456,5
10077457:5,10077457,5
10077459:5,10077459,5
10077460:5,10077460,5
10077462:5,10077462,5
10077464:5,10077464,5
10077466:5,10077466,5
10077468:5,10077468,5
10077470:5,10077470,5
10077477:5,10077477,5
10077489:5,10077489,5
10077491:5,10077491,5
10077498:5,10077498,5
10077501:5,10077501,5
10077502:5,10077502,5
10077503:5,10077503,5
10077507:5,10077507,5
10077511:5,10077511,5
10077514:5,10077514,5
10077515:5,10077515,5
10077526:5,10077526,5
10077534:5,10077534,5
10077535:5,10077535,5
10077536:5,10077536,5
10077546:5,10077546,5
10077554:5,10077554,5
10077555:5,10077555,5
10077556:5,10077556,5
10077557:5,10077557,5
10077559:5,10077559,5
10077560:5,10077560,5
10077576:5,10077576,5
10077585:5,10077585,5
10077591:5,10077591,5
10077598:5,10077598,5
10077606:5,10077606,5
10077611:5,10077611,5
10077613:5,10077613,5
10077615:5,10077615,5
10077618:5,10077618,5
10077620:5,10077620,5
10077626:5,10077626,5
10077628:5,10077628,5
10077631:5,10077631,5
10077632:5,10077632,5
10077634:5,10077634,5
10077640:5,10077640,5
10077643:5,10077643,5
10077646:5,10077646,5
10077648:5,10077648,5
10077651:5,10077651,5
10077653:5,10077653,5
10077656:5,10077656,5
10077658:5,10077658,5
10077659:5,10077659,5
10077667:5,10077667,5
10077672:5,10077672,5
10077673:5,10077673,5
10077674:5,10077674,5
10077683:5,10077683,5
10077690:5,10077690,5
10077692:5,10077692,5
10077695:5,10077695,5
10077701:5,10077701,5
10077708:5,10077708,5
10077710:5,10077710,5
10077715:5,10077715,5
10077722:5,10077722,5
10077725:5,10077725,5
10077730:5,10077730,5
10077733:5,10077733,5
10077734:5,10077734,5
10077736:5,10077736,5
10077738:5,10077738,5
10077743:5,10077743,5
10077748:5,10077748,5
10077752:5,10077752,5
10077758:5,10077758,5
10077760:5,10077760,5
10077765:5,10077765,5
10077768:5,10077768,5
10077772:5,10077772,5
10077775:5,10077775,5
10077777:5,10077777,5
10077789:5,10077789,5
10077864:5,10077864,5
10081296:5,10081296,5
10081300:5,10081300,5
10081301:5,10081301,5
10081432:5,10081432,5
10084911:5,10084911,5
10085033:5,10085033,5
10085091:5,10085091,5
10085129:5,10085129,5
10085445:5,10085445,5
10085759:5,10085759,5
10085804:5,10085804,5
10085855:5,10085855,5
10085880:5,10085880,5
10110885:5,10110885,5
10085911:5,10085911,5
10085964:5,10085964,5
10086029:5,10086029,5
10086047:5,10086047,5
10086139:5,10086139,5
10086142:5,10086142,5
10086181:5,10086181,5
10086262:5,10086262,5
10086304:5,10086304,5
10086338:5,10086338,5
10086368:5,10086368,5
10086526:5,10086526,5
10086546:5,10086546,5
10086550:5,10086550,5
10086689:5,10086689,5
10086736:5,10086736,5
10086787:5,10086787,5
10086793:5,10086793,5
10086856:5,10086856,5
10086895:5,10086895,5
10086897:5,10086897,5
10086953:5,10086953,5
10087013:5,10087013,5
10087034:5,10087034,5
10087186:5,10087186,5
10087354:5,10087354,5
10087373:5,10087373,5
10087410:5,10087410,5
10087469:5,10087469,5
10087479:5,10087479,5
10087540:5,10087540,5
10087621:5,10087621,5
10087866:5,10087866,5
10087909:5,10087909,5
10087915:5,10087915,5
10088038:5,10088038,5
10088044:5,10088044,5
10088162:5,10088162,5
10088329:5,10088329,5
10088398:5,10088398,5
10088405:5,10088405,5
10088512:5,10088512,5
10088549:5,10088549,5
10088592:5,10088592,5
10088686:5,10088686,5
10088733:5,10088733,5
10088783:5,10088783,5
10088806:5,10088806,5
10088813:5,10088813,5
10088820:5,10088820,5
10088860:5,10088860,5
10088955:5,10088955,5
10088983:5,10088983,5
10089004:5,10089004,5
10089030:5,10089030,5
10089118:5,10089118,5
10089119:5,10089119,5
10089161:5,10089161,5
10089257:5,10089257,5
10089265:5,10089265,5
10089383:5,10089383,5
10089396:5,10089396,5
10089502:5,10089502,5
10089583:5,10089583,5
54180174:5,54180174,5
10089611:5,10089611,5
10089645:5,10089645,5
10089694:5,10089694,5
10089730:5,10089730,5
10089797:5,10089797,5
10089819:5,10089819,5
10089821:5,10089821,5
10090502:5,10090502,5
10090577:5,10090577,5
10090762:5,10090762,5
52177019:5,52177019,5
10090785:5,10090785,5
10090823:5,10090823,5
10090839:5,10090839,5
10090903:5,10090903,5
10090904:5,10090904,5
10090919:5,10090919,5
10090931:5,10090931,5
10090961:5,10090961,5
10090969:5,10090969,5
10090984:5,10090984,5
10090990:5,10090990,5
10090996:5,10090996,5
10091004:5,10091004,5
10091169:5,10091169,5
10091261:5,10091261,5
10091279:5,10091279,5
10091308:5,10091308,5
10091326:5,10091326,5
10091394:5,10091394,5
10091402:5,10091402,5
10091418:5,10091418,5
10091561:5,10091561,5
10091562:5,10091562,5
10091563:5,10091563,5
10091600:5,10091600,5
10091696:5,10091696,5
10091710:5,10091710,5
10091734:5,10091734,5
10091735:5,10091735,5
10091744:5,10091744,5
10091757:5,10091757,5
10091766:5,10091766,5
10091769:5,10091769,5
10091796:5,10091796,5
10091973:5,10091973,5
10091986:5,10091986,5
10091992:5,10091992,5
10091998:5,10091998,5
10092000:5,10092000,5
10092153:5,10092153,5
10092419:5,10092419,5
10092650:5,10092650,5
10092667:5,10092667,5
10092862:5,10092862,5
10092894:5,10092894,5
10092895:5,10092895,5
10092946:5,10092946,5
10093038:5,10093038,5
10093045:5,10093045,5
10093240:5,10093240,5
10093310:5,10093310,5
10093319:5,10093319,5
10093348:5,10093348,5
10093515:5,10093515,5
10093583:5,10093583,5
10093623:5,10093623,5
10093645:5,10093645,5
10093662:5,10093662,5
10093677:5,10093677,5
10093679:5,10093679,5
10093681:5,10093681,5
10093684:5,10093684,5
10093685:5,10093685,5
10093736:5,10093736,5
10093768:5,10093768,5
10093771:5,10093771,5
10093779:5,10093779,5
10093781:5,10093781,5
10093782:5,10093782,5
10093804:5,10093804,5
10093807:5,10093807,5
10093809:5,10093809,5
10093856:5,10093856,5
10093861:5,10093861,5
10093932:5,10093932,5
10093992:5,10093992,5
10094030:5,10094030,5
10094035:5,10094035,5
10094101:5,10094101,5
10094201:5,10094201,5
10094203:5,10094203,5
10094209:5,10094209,5
10094227:5,10094227,5
10094249:5,10094249,5
10094301:5,10094301,5
10094304:5,10094304,5
10094307:5,10094307,5
10094319:5,10094319,5
10094320:5,10094320,5
10094338:5,10094338,5
10094341:5,10094341,5
10094361:5,10094361,5
10094371:5,10094371,5
10094373:5,10094373,5
10094398:5,10094398,5
10094598:5,10094598,5
10094657:5,10094657,5
10094734:5,10094734,5
10094739:5,10094739,5
10094759:5,10094759,5
10094761:5,10094761,5
10094803:5,10094803,5
10094909:5,10094909,5
10094927:5,10094927,5
10094943:5,10094943,5
10094944:5,10094944,5
10094947:5,10094947,5
10094949:5,10094949,5
10094955:5,10094955,5
10094956:5,10094956,5
10094960:5,10094960,5
10094973:5,10094973,5
10094974:5,10094974,5
10094978:5,10094978,5
10095009:5,10095009,5
10095010:5,10095010,5
10095066:5,10095066,5
10095085:5,10095085,5
10095094:5,10095094,5
10095106:5,10095106,5
10095112:5,10095112,5
10095123:5,10095123,5
10095142:5,10095142,5
10095149:5,10095149,5
10095165:5,10095165,5
10095172:5,10095172,5
10095173:5,10095173,5
10095175:5,10095175,5
10095191:5,10095191,5
10095218:5,10095218,5
10112522:5,10112522,5
10095337:5,10095337,5
10095388:5,10095388,5
10095424:5,10095424,5
10095437:5,10095437,5
10095484:5,10095484,5
10095489:5,10095489,5
10095490:5,10095490,5
10095508:5,10095508,5
10095522:5,10095522,5
10095538:5,10095538,5
10095552:5,10095552,5
10095640:5,10095640,5
10095804:5,10095804,5
10095847:5,10095847,5
10096031:5,10096031,5
10096042:5,10096042,5
10096043:5,10096043,5
10096058:5,10096058,5
10096222:5,10096222,5
10096228:5,10096228,5
10096230:5,10096230,5
10096233:5,10096233,5
10096234:5,10096234,5
10096238:5,10096238,5
10096245:5,10096245,5
10096283:5,10096283,5
10096299:5,10096299,5
10096312:5,10096312,5
10096348:5,10096348,5
10096520:5,10096520,5
10096599:5,10096599,5
10096601:5,10096601,5
10096614:5,10096614,5
10096617:5,10096617,5
10096628:5,10096628,5
10096643:5,10096643,5
10096647:5,10096647,5
10096653:5,10096653,5
10096655:5,10096655,5
10096661:5,10096661,5
10096684:5,10096684,5
10096705:5,10096705,5
10096756:5,10096756,5
10096757:5,10096757,5
10096760:5,10096760,5
10096784:5,10096784,5
10096785:5,10096785,5
10096802:5,10096802,5
10096810:5,10096810,5
10096812:5,10096812,5
10096814:5,10096814,5
10096830:5,10096830,5
10096832:5,10096832,5
10096834:5,10096834,5
10096837:5,10096837,5
10096847:5,10096847,5
10096856:5,10096856,5
10096859:5,10096859,5
10096880:5,10096880,5
10096911:5,10096911,5
10096956:5,10096956,5
10096965:5,10096965,5
10096966:5,10096966,5
10097010:5,10097010,5
10097019:5,10097019,5
10097024:5,10097024,5
10097032:5,10097032,5
10097047:5,10097047,5
10097061:5,10097061,5
10097079:5,10097079,5
10097102:5,10097102,5
10097203:5,10097203,5
10097214:5,10097214,5
10097215:5,10097215,5
10097216:5,10097216,5
10097217:5,10097217,5
10097268:5,10097268,5
10097277:5,10097277,5
10097295:5,10097295,5
10097297:5,10097297,5
10097298:5,10097298,5
10097303:5,10097303,5
10097310:5,10097310,5
10097355:5,10097355,5
10097359:5,10097359,5
10097385:5,10097385,5
10097388:5,10097388,5
10097424:5,10097424,5
10097447:5,10097447,5
10097460:5,10097460,5
10097484:5,10097484,5
10097487:5,10097487,5
10106681:5,10106681,5
10097489:5,10097489,5
10097516:5,10097516,5
10097518:5,10097518,5
10097519:5,10097519,5
10097546:5,10097546,5
10097571:5,10097571,5
10097593:5,10097593,5
10097639:5,10097639,5
10097640:5,10097640,5
10097645:5,10097645,5
10097703:5,10097703,5
10097740:5,10097740,5
10097742:5,10097742,5
10097779:5,10097779,5
10097796:5,10097796,5
10097801:5,10097801,5
10097808:5,10097808,5
10097832:5,10097832,5
10097841:5,10097841,5
10097899:5,10097899,5
10097904:5,10097904,5
52017312:5,52017312,5
10097909:5,10097909,5
10097910:5,10097910,5
10097917:5,10097917,5
10097926:5,10097926,5
10097927:5,10097927,5
10097941:5,10097941,5
10097946:5,10097946,5
10097959:5,10097959,5
10097968:5,10097968,5
10097978:5,10097978,5
10097993:5,10097993,5
10097994:5,10097994,5
10097997:5,10097997,5
10097999:5,10097999,5
10098004:5,10098004,5
10098012:5,10098012,5
10098047:5,10098047,5
10098051:5,10098051,5
10098052:5,10098052,5
10098058:5,10098058,5
10098064:5,10098064,5
52017414:5,52017414,5
10098073:5,10098073,5
10098087:5,10098087,5
10098125:5,10098125,5
10098154:5,10098154,5
10098200:5,10098200,5
10098202:5,10098202,5
10098205:5,10098205,5
10098207:5,10098207,5
10098215:5,10098215,5
10098218:5,10098218,5
10098223:5,10098223,5
10098227:5,10098227,5
10098247:5,10098247,5
10098256:5,10098256,5
10098266:5,10098266,5
10098291:5,10098291,5
10098312:5,10098312,5
10098315:5,10098315,5
10098316:5,10098316,5
10098322:5,10098322,5
10098324:5,10098324,5
10098327:5,10098327,5
10098330:5,10098330,5
10098333:5,10098333,5
10098334:5,10098334,5
10098343:5,10098343,5
10098347:5,10098347,5
10098355:5,10098355,5
10098359:5,10098359,5
10098360:5,10098360,5
10098362:5,10098362,5
10098363:5,10098363,5
10098378:5,10098378,5
10098416:5,10098416,5
10098435:5,10098435,5
10098436:5,10098436,5
10098437:5,10098437,5
10098438:5,10098438,5
10098445:5,10098445,5
10098447:5,10098447,5
10098459:5,10098459,5
10098476:5,10098476,5
10098487:5,10098487,5
10098496:5,10098496,5
10098513:5,10098513,5
10098518:5,10098518,5
10098531:5,10098531,5
10098547:5,10098547,5
10098560:5,10098560,5
10098574:5,10098574,5
10098575:5,10098575,5
10098582:5,10098582,5
10098589:5,10098589,5
10098607:5,10098607,5
10098609:5,10098609,5
10098619:5,10098619,5
10098621:5,10098621,5
10098632:5,10098632,5
10098647:5,10098647,5
10098690:5,10098690,5
10098693:5,10098693,5
10098695:5,10098695,5
10098698:5,10098698,5
10098700:5,10098700,5
10098709:5,10098709,5
10098710:5,10098710,5
10098724:5,10098724,5
10098740:5,10098740,5
10098753:5,10098753,5
10098763:5,10098763,5
10098764:5,10098764,5
10098776:5,10098776,5
10098833:5,10098833,5
10098862:5,10098862,5
10098863:5,10098863,5
10098967:5,10098967,5
10099056:5,10099056,5
10099065:5,10099065,5
10099071:5,10099071,5
10099073:5,10099073,5
10099184:5,10099184,5
10099186:5,10099186,5
10099205:5,10099205,5
10099241:5,10099241,5
10099250:5,10099250,5
10099301:5,10099301,5
10099306:5,10099306,5
10099311:5,10099311,5
10099334:5,10099334,5
10099335:5,10099335,5
10099340:5,10099340,5
10099349:5,10099349,5
10099351:5,10099351,5
10099353:5,10099353,5
10099355:5,10099355,5
10099387:5,10099387,5
10099437:5,10099437,5
10099502:5,10099502,5
10099508:5,10099508,5
10099509:5,10099509,5
10099510:5,10099510,5
10099511:5,10099511,5
10099529:5,10099529,5
10099637:5,10099637,5
10099650:5,10099650,5
10099699:5,10099699,5
10099719:5,10099719,5
10099741:5,10099741,5
10099752:5,10099752,5
10099755:5,10099755,5
10099927:5,10099927,5
10099929:5,10099929,5
10099932:5,10099932,5
10099950:5,10099950,5
10099951:5,10099951,5
10099991:5,10099991,5
105355433:5,105355433,5
10100067:5,10100067,5
10100131:5,10100131,5
10100154:5,10100154,5
10100174:5,10100174,5
10100175:5,10100175,5
10100192:5,10100192,5
10100249:5,10100249,5
10100269:5,10100269,5
10100297:5,10100297,5
10100300:5,10100300,5
10100301:5,10100301,5
10100310:5,10100310,5
10100314:5,10100314,5
10100378:5,10100378,5
10100416:5,10100416,5
10100475:5,10100475,5
10100476:5,10100476,5
10100528:5,10100528,5
10100605:5,10100605,5
10100661:5,10100661,5
10100717:5,10100717,5
10100731:5,10100731,5
10100734:5,10100734,5
10104611:5,10104611,5
10100737:5,10100737,5
10100738:5,10100738,5
10100802:5,10100802,5
10100950:5,10100950,5
10100951:5,10100951,5
10100975:5,10100975,5
10100978:5,10100978,5
10101018:5,10101018,5
10101059:5,10101059,5
10101061:5,10101061,5
10101105:5,10101105,5
10101185:5,10101185,5
10101219:5,10101219,5
10102274:5,10102274,5
10101221:5,10101221,5
10101222:5,10101222,5
10101241:5,10101241,5
10101245:5,10101245,5
10101275:5,10101275,5
10101277:5,10101277,5
52327890:5,52327890,5
10101278:5,10101278,5
10101308:5,10101308,5
10101324:5,10101324,5
10101325:5,10101325,5
10101327:5,10101327,5
10101328:5,10101328,5
10101368:5,10101368,5
10101385:5,10101385,5
52017480:5,52017480,5
10101410:5,10101410,5
10101411:5,10101411,5
10101415:5,10101415,5
10101431:5,10101431,5
10101477:5,10101477,5
10101482:5,10101482,5
10101484:5,10101484,5
10101489:5,10101489,5
10101499:5,10101499,5
10101536:5,10101536,5
10101538:5,10101538,5
10101542:5,10101542,5
10101546:5,10101546,5
10101549:5,10101549,5
10101550:5,10101550,5
10101577:5,10101577,5
10101579:5,10101579,5
10101610:5,10101610,5
10101626:5,10101626,5
10101633:5,10101633,5
10101643:5,10101643,5
10101666:5,10101666,5
10101680:5,10101680,5
10101684:5,10101684,5
10101685:5,10101685,5
10101686:5,10101686,5
10101735:5,10101735,5
10101738:5,10101738,5
10101743:5,10101743,5
10101817:5,10101817,5
10101818:5,10101818,5
10101819:5,10101819,5
10101820:5,10101820,5
10101821:5,10101821,5
10101823:5,10101823,5
10101829:5,10101829,5
10101855:5,10101855,5
10101857:5,10101857,5
10101868:5,10101868,5
10101877:5,10101877,5
10101880:5,10101880,5
10101881:5,10101881,5
10101908:5,10101908,5
10101945:5,10101945,5
10101969:5,10101969,5
10101986:5,10101986,5
10102008:5,10102008,5
10102053:5,10102053,5
10102054:5,10102054,5
10102101:5,10102101,5
10102102:5,10102102,5
10102156:5,10102156,5
10102157:5,10102157,5
10102159:5,10102159,5
10102164:5,10102164,5
10102165:5,10102165,5
10102169:5,10102169,5
10102205:5,10102205,5
10102206:5,10102206,5
10102210:5,10102210,5
10102211:5,10102211,5
10102224:5,10102224,5
10102244:5,10102244,5
10102290:5,10102290,5
10102291:5,10102291,5
10102343:5,10102343,5
10102353:5,10102353,5
10102397:5,10102397,5
10102413:5,10102413,5
10102546:5,10102546,5
10102551:5,10102551,5
10102554:5,10102554,5
10102605:5,10102605,5
10102642:5,10102642,5
10102650:5,10102650,5
10102653:5,10102653,5
10102657:5,10102657,5
10102660:5,10102660,5
10102700:5,10102700,5
10102708:5,10102708,5
10102780:5,10102780,5
10102888:5,10102888,5
10102901:5,10102901,5
10102938:5,10102938,5
10103025:5,10103025,5
10103039:5,10103039,5
10103048:5,10103048,5
10103095:5,10103095,5
10103096:5,10103096,5
10103098:5,10103098,5
10103121:5,10103121,5
10103166:5,10103166,5
10103212:5,10103212,5
10103226:5,10103226,5
10103227:5,10103227,5
10103229:5,10103229,5
10103262:5,10103262,5
10103395:5,10103395,5
10103438:5,10103438,5
10103441:5,10103441,5
10103496:5,10103496,5
10103523:5,10103523,5
10103570:5,10103570,5
10103572:5,10103572,5
10103612:5,10103612,5
10103613:5,10103613,5
10103614:5,10103614,5
10103624:5,10103624,5
10103683:5,10103683,5
10103688:5,10103688,5
10103691:5,10103691,5
10103692:5,10103692,5
10103696:5,10103696,5
10103763:5,10103763,5
10103845:5,10103845,5
10103853:5,10103853,5
10103863:5,10103863,5
10103867:5,10103867,5
10103874:5,10103874,5
10103938:5,10103938,5
10103954:5,10103954,5
10104052:5,10104052,5
10104070:5,10104070,5
10104081:5,10104081,5
10104088:5,10104088,5
10104127:5,10104127,5
10104139:5,10104139,5
55334847:5,55334847,5
10104151:5,10104151,5
10104152:5,10104152,5
10104227:5,10104227,5
10104228:5,10104228,5
10104235:5,10104235,5
10104246:5,10104246,5
10104247:5,10104247,5
10104327:5,10104327,5
10104401:5,10104401,5
10104402:5,10104402,5
10104407:5,10104407,5
10104409:5,10104409,5
10104430:5,10104430,5
10104456:5,10104456,5
10104615:5,10104615,5
10104617:5,10104617,5
10104618:5,10104618,5
10104619:5,10104619,5
10104630:5,10104630,5
10104655:5,10104655,5
10104719:5,10104719,5
59790497:5,59790497,5
10104741:5,10104741,5
10104757:5,10104757,5
10104769:5,10104769,5
10104798:5,10104798,5
10104810:5,10104810,5
10104851:5,10104851,5
10104857:5,10104857,5
10104922:5,10104922,5
10104941:5,10104941,5
10104968:5,10104968,5
10104977:5,10104977,5
10104989:5,10104989,5
10104992:5,10104992,5
10105138:5,10105138,5
10105146:5,10105146,5
10105159:5,10105159,5
10105204:5,10105204,5
53581033:5,53581033,5
10105209:5,10105209,5
10105211:5,10105211,5
10105212:5,10105212,5
10105241:5,10105241,5
10105260:5,10105260,5
10105262:5,10105262,5
10105288:5,10105288,5
10105352:5,10105352,5
10105355:5,10105355,5
10105357:5,10105357,5
10105361:5,10105361,5
10105391:5,10105391,5
10105394:5,10105394,5
10105428:5,10105428,5
10105437:5,10105437,5
10105441:5,10105441,5
10105444:5,10105444,5
10105484:5,10105484,5
10105542:5,10105542,5
10105570:5,10105570,5
10105571:5,10105571,5
10105573:5,10105573,5
10105581:5,10105581,5
10105583:5,10105583,5
10105585:5,10105585,5
10105614:5,10105614,5
10105671:5,10105671,5
10105672:5,10105672,5
10105673:5,10105673,5
10105674:5,10105674,5
10105745:5,10105745,5
10105753:5,10105753,5
10105801:5,10105801,5
10105829:5,10105829,5
10105838:5,10105838,5
10105895:5,10105895,5
10105905:5,10105905,5
10105930:5,10105930,5
10105931:5,10105931,5
10105979:5,10105979,5
10106026:5,10106026,5
10106040:5,10106040,5
10106047:5,10106047,5
10106086:5,10106086,5
10106087:5,10106087,5
10106113:5,10106113,5
10106135:5,10106135,5
10106155:5,10106155,5
10106194:5,10106194,5
10106206:5,10106206,5
10106242:5,10106242,5
10106250:5,10106250,5
10106251:5,10106251,5
10106272:5,10106272,5
10106308:5,10106308,5
10106310:5,10106310,5
10106385:5,10106385,5
10106470:5,10106470,5
10106483:5,10106483,5
10106505:5,10106505,5
10106553:5,10106553,5
10106563:5,10106563,5
10106586:5,10106586,5
10106618:5,10106618,5
10106637:5,10106637,5
10106659:5,10106659,5
10106700:5,10106700,5
10106702:5,10106702,5
10106703:5,10106703,5
10106752:5,10106752,5
10106754:5,10106754,5
10106761:5,10106761,5
10106764:5,10106764,5
10106765:5,10106765,5
10106798:5,10106798,5
10106830:5,10106830,5
10106833:5,10106833,5
10106840:5,10106840,5
10106961:5,10106961,5
10106966:5,10106966,5
10106968:5,10106968,5
10106985:5,10106985,5
10107007:5,10107007,5
10107044:5,10107044,5
10107045:5,10107045,5
10107076:5,10107076,5
10107081:5,10107081,5
10107101:5,10107101,5
10107118:5,10107118,5
10107145:5,10107145,5
10107148:5,10107148,5
10107154:5,10107154,5
10107161:5,10107161,5
10107211:5,10107211,5
10107309:5,10107309,5
10107310:5,10107310,5
10107376:5,10107376,5
10107473:5,10107473,5
10107533:5,10107533,5
10107584:5,10107584,5
10107626:5,10107626,5
10107638:5,10107638,5
10107654:5,10107654,5
10107694:5,10107694,5
10107787:5,10107787,5
10107823:5,10107823,5
10107845:5,10107845,5
10107847:5,10107847,5
10107876:5,10107876,5
10107943:5,10107943,5
10107957:5,10107957,5
10108092:5,10108092,5
10108144:5,10108144,5
10108201:5,10108201,5
10108583:5,10108583,5
10108598:5,10108598,5
10108653:5,10108653,5
10108655:5,10108655,5
10108680:5,10108680,5
10108688:5,10108688,5
10108713:5,10108713,5
10108772:5,10108772,5
10108774:5,10108774,5
10108804:5,10108804,5
10108957:5,10108957,5
10108959:5,10108959,5
10108983:5,10108983,5
10109006:5,10109006,5
10109041:5,10109041,5
52017068:5,52017068,5
10109165:5,10109165,5
10109186:5,10109186,5
10109191:5,10109191,5
10109210:5,10109210,5
10109228:5,10109228,5
10109229:5,10109229,5
10109242:5,10109242,5
10109245:5,10109245,5
10109252:5,10109252,5
10109258:5,10109258,5
10109261:5,10109261,5
10109267:5,10109267,5
10109287:5,10109287,5
10109291:5,10109291,5
10109545:5,10109545,5
10109551:5,10109551,5
10109568:5,10109568,5
10109598:5,10109598,5
10109624:5,10109624,5
10109644:5,10109644,5
10109717:5,10109717,5
10109748:5,10109748,5
10109792:5,10109792,5
10109818:5,10109818,5
10109855:5,10109855,5
10109864:5,10109864,5
10109865:5,10109865,5
10109870:5,10109870,5
10109881:5,10109881,5
10109882:5,10109882,5
10109955:5,10109955,5
10109994:5,10109994,5
10110012:5,10110012,5
10110107:5,10110107,5
10110111:5,10110111,5
10110123:5,10110123,5
10110124:5,10110124,5
10110126:5,10110126,5
10110210:5,10110210,5
10110289:5,10110289,5
10110495:5,10110495,5
10110547:5,10110547,5
10110598:5,10110598,5
10110651:5,10110651,5
10110697:5,10110697,5
10110718:5,10110718,5
10110794:5,10110794,5
10110824:5,10110824,5
10110826:5,10110826,5
10110861:5,10110861,5
10110866:5,10110866,5
10110944:5,10110944,5
10110946:5,10110946,5
10110982:5,10110982,5
10110998:5,10110998,5
10111012:5,10111012,5
10111015:5,10111015,5
10111058:5,10111058,5
10111059:5,10111059,5
10111137:5,10111137,5
10111138:5,10111138,5
10111228:5,10111228,5
10111230:5,10111230,5
10111241:5,10111241,5
10111295:5,10111295,5
10111364:5,10111364,5
10111365:5,10111365,5
10111451:5,10111451,5
10111456:5,10111456,5
10111503:5,10111503,5
10111556:5,10111556,5
10111575:5,10111575,5
10111631:5,10111631,5
10111641:5,10111641,5
10111661:5,10111661,5
10111687:5,10111687,5
10111748:5,10111748,5
10111841:5,10111841,5
10111846:5,10111846,5
10111849:5,10111849,5
10111902:5,10111902,5
10112017:5,10112017,5
10112033:5,10112033,5
10112045:5,10112045,5
10112080:5,10112080,5
10112118:5,10112118,5
10112133:5,10112133,5
10112175:5,10112175,5
10112202:5,10112202,5
10112204:5,10112204,5
10112288:5,10112288,5
10112298:5,10112298,5
10112312:5,10112312,5
10112313:5,10112313,5
10112336:5,10112336,5
10112381:5,10112381,5
10112382:5,10112382,5
10112487:5,10112487,5
10112514:5,10112514,5
10112525:5,10112525,5
10112528:5,10112528,5
10112579:5,10112579,5
10112702:5,10112702,5
10112867:5,10112867,5
10112885:5,10112885,5
10112934:5,10112934,5
10113034:5,10113034,5
10113060:5,10113060,5
10113065:5,10113065,5
10113176:5,10113176,5
10113215:5,10113215,5
10113217:5,10113217,5
10113243:5,10113243,5
10113257:5,10113257,5
10113258:5,10113258,5
10113311:5,10113311,5
10113321:5,10113321,5
10113323:5,10113323,5
10113326:5,10113326,5
10113333:5,10113333,5
10113403:5,10113403,5
10113424:5,10113424,5
10113426:5,10113426,5
10113427:5,10113427,5
10113493:5,10113493,5
10113502:5,10113502,5
10113513:5,10113513,5
10113536:5,10113536,5
10113569:5,10113569,5
10113601:5,10113601,5
10113681:5,10113681,5
10113685:5,10113685,5
10113752:5,10113752,5
10113805:5,10113805,5
10113816:5,10113816,5
10113840:5,10113840,5
10113922:5,10113922,5
10113933:5,10113933,5
10113980:5,10113980,5
10114016:5,10114016,5
10114032:5,10114032,5
10114034:5,10114034,5
10114035:5,10114035,5
10114037:5,10114037,5
10114079:5,10114079,5
10114115:5,10114115,5
10114152:5,10114152,5
10114161:5,10114161,5
10114171:5,10114171,5
10114450:5,10114450,5
10114489:5,10114489,5
10114609:5,10114609,5
10114626:5,10114626,5
10114630:5,10114630,5
10114646:5,10114646,5
10114650:5,10114650,5
10114672:5,10114672,5
10114703:5,10114703,5
10114785:5,10114785,5
10114816:5,10114816,5
10114898:5,10114898,5
10114924:5,10114924,5
10115016:5,10115016,5
10115056:5,10115056,5
10115094:5,10115094,5
10115115:5,10115115,5
10115203:5,10115203,5
10115283:5,10115283,5
10115327:5,10115327,5
10115329:5,10115329,5
10115473:5,10115473,5
10115501:5,10115501,5
10115517:5,10115517,5
10115546:5,10115546,5
10115560:5,10115560,5
10115561:5,10115561,5
10115638:5,10115638,5
10115639:5,10115639,5
10115640:5,10115640,5
10115838:5,10115838,5
10115868:5,10115868,5
10115958:5,10115958,5
10115964:5,10115964,5
10115965:5,10115965,5
10116025:5,10116025,5
10116050:5,10116050,5
10116081:5,10116081,5
10116196:5,10116196,5
10116309:5,10116309,5
10116314:5,10116314,5
10116335:5,10116335,5
10116411:5,10116411,5
10116442:5,10116442,5
10116444:5,10116444,5
10116481:5,10116481,5
10116544:5,10116544,5
10116545:5,10116545,5
10116547:5,10116547,5
10116614:5,10116614,5
10116737:5,10116737,5
10116751:5,10116751,5
10116766:5,10116766,5
10116777:5,10116777,5
10116778:5,10116778,5
10116808:5,10116808,5
10116826:5,10116826,5
10117013:5,10117013,5
10117063:5,10117063,5
10117824:5,10117824,5
10118042:5,10118042,5
10118328:5,10118328,5
19900003:5,19900003,5
19900016:5,19900016,5
